,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
77888,77888,Portugal,"The Arinto is right at home in the Lisboa region, giving its best in the cool ocean climate. It is light and bright, fruity with citrus flavors and perfect with summer seafood. Drink now.",Paxis Branco,85,9.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2015 Paxis Branco Arinto (Lisboa),Arinto,DFJ Vinhos
115758,115758,New Zealand,"Simple, clean and grapefruity, this will do nicely on the patio or deck in summer. It's medium-bodied, crisp and refreshing.",,87,13.0,Marlborough,,,Joe Czerwinski,@JoeCz,The Better Half 2013 Sauvignon Blanc (Marlborough),Sauvignon Blanc,The Better Half
110901,110901,Chile,"Minty berry aromas settle well and hold up to airing. This everyday Merlot is more than competent on the palate. Berry and spice flavors finish chewy, with standard ripeness and follow through.",,86,10.0,Central Valley,,,Michael Schachner,@wineschach,Cuyen 2016 Merlot (Central Valley),Merlot,Cuyen
6082,6082,Italy,"Aromas of ripe plum, pressed blue flowers, dark berry and coffee lead the nose. The round, savory palate offers dried black cherry, cinnamon-spice and espresso alongside soft acidity and supple tannins. Drink through 2016.",,89,15.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Fattoria Valacchi 2012  Chianti,Sangiovese,Fattoria Valacchi
25295,25295,US,"Though no residual sugar is listed, this appears to have a hint of sweetness, along with light fruit flavors of strawberry and candied cherries.",Rosé de,86,18.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Goose Ridge 2012 Rosé de Pinot Gris (Columbia Valley (WA)),Pinot Gris,Goose Ridge
75351,75351,Australia,"This voluptuous, fleshy Shiraz seamlessly blends superripe berries with vanilla, coffee and cocoa notes. It's full-bodied, with a creamy texture that persists through the lengthy finish. Between the touch of warmth and ultrasoft tannins, smart consumers will want to drink this over the near term—now through 2015.",Ox,91,105.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Andrew Hardy 2005 Ox Shiraz (McLaren Vale),Shiraz,Andrew Hardy
128061,128061,Spain,Candied red-fruit aromas are friendly but not that concentrated or dark. This medium-bodied Monastrell shows mild red-fruit flavors of cherry and plum. Candied plum and cherry flavors finish it off.,Al-muvedre Tinto,88,15.0,Levante,Alicante,,Michael Schachner,@wineschach,Telmo Rodríguez 2013 Al-muvedre Tinto Monastrell (Alicante),Monastrell,Telmo Rodríguez
31245,31245,Israel,A light but flavorful wine with citrus and green-apple aromas and flavors. A mild chalkiness shows on the palate and oak adds some smoke and spice to the picture. Finishes with an herb note.,Reserve,84,8.0,Galil,,,,,Barkan 1998 Reserve Chardonnay (Galil),Chardonnay,Barkan
24991,24991,US,"Very focused and vibrant, this wine has plenty of good acidity that lends a crisp mouthfeel, along with fresh and buoyant flavors of red cherry and cranberry that are nicely concentrated. Moderate tannins add to the grippy texture, and will make this wine work well with rich foods.",,87,28.0,California,North Coast,,Jim Gordon,@gordone_cellars,Stargazer Barn 2013 Merlot,Merlot,Stargazer Barn
86206,86206,France,"Light and fruity, this is dominated by a creamed apple flavor that is open and round. There is an attractive lemon zest touch at the end of this simple, ready-to-drink wine.",Réserve,85,,Alsace,Alsace,,Roger Voss,@vossroger,Frey-Sohler 2010 Réserve Pinot Blanc (Alsace),Pinot Blanc,Frey-Sohler
31991,31991,New Zealand,"Leads off with cedar and vanilla notes, but develops plenty of dark, chocolaty flavors on the palate, giving a sense of richness and depth. The tannins are supple, ending on a cocoa powder-like dusty note. Drink now–2018.",Jewelstone,89,39.0,Hawke's Bay,,,Joe Czerwinski,@JoeCz,Mission Estate 2010 Jewelstone Merlot-Cabernet Franc (Hawke's Bay),Merlot-Cabernet Franc,Mission Estate
10718,10718,Austria,"Still-subdued fruit signals that this needs time. The palate is tight and elegant, but riches of tart cherry fruit rest just beneath the surface and wait to emerge fully. There is acidic verve and velvety structure; nothing is overdone and it's very balanced. This fresh little number needs time to blossom.",,92,39.0,Leithaberg,,,Anne Krebiehl MW,@AnneInVino,Hillinger 2012 Blaufränkisch (Leithaberg),Blaufränkisch,Hillinger
27442,27442,Italy,"There's an attractively fine and nuanced quality to this classic expression of Nebbiolo. Pretty spice tones and oak renderings play a supporting role to bright berry fruit, cola, blue flower and licorice. The wine offers medium intensity fueled by a long, elegant finish.",Sorano,90,,Piedmont,Barolo,,,,Giacomo Ascheri 2007 Sorano  (Barolo),Nebbiolo,Giacomo Ascheri
88490,88490,US,"Slightly cloudy in the glass, this brings broad flavors of mint, lemon custard, banana and a touch of curaçao. It's smooth, soft and accessible, already showing an early aging curve. Drink now through 2017.",Clover Reserve,89,22.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Goodfellow 2014 Clover Reserve Pinot Gris (Willamette Valley),Pinot Gris,Goodfellow
29456,29456,US,"With hints of barnyard and graphite accenting lush notes of blackberries, cassis and ceder, this distinctly Old World-style Cabernet is fascinatingly complex, yet undeniably simple in style. It's austere on the palate with layers of fine, yet penetrating tannins and a finish that's just a tad astringent.",Estate Grown,85,23.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Pellegrini Vineyards 2007 Estate Grown Cabernet Sauvignon (North Fork of Long Island),Cabernet Sauvignon,Pellegrini Vineyards
112347,112347,US,"The highest priced among the four different Grüners produced at the winery, this elegant wine has the depth of the Reserve, the minerality of the Dolium, and riper flavors than either, with peach and melon dominating. Drink this slightly chilled and it will pair beautifully with just about all poultry and seafood.",Smaragd,92,32.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Reustle 2015 Smaragd Grüner Veltliner (Umpqua Valley),Grüner Veltliner,Reustle
87060,87060,Greece,"Crushed thyme, pine resin and lemon start this traditional retsina from Attica. On the palate, an interplay of herbs and citrus offer good balance, a soft finish and an easy entrée into a sometimes difficult style of Greek wine, The price is right too; try this with fried fish.",Retsina of Attica,86,9.0,Attica,,,Susan Kostrzewa,@suskostrzewa,Kourtaki NV Retsina of Attica Savatiano (Attica),Savatiano,Kourtaki
127420,127420,US,"Rich, ripe and extracted with cherry and currant fruit, this Cab Franc shows fine tannins, acids and a dry finish that makes it drinkable now. It has a Napa fanciness that lifts it into elegance.",,88,50.0,California,Napa Valley,Napa,,,Peju 2010 Cabernet Franc (Napa Valley),Cabernet Franc,Peju
54482,54482,US,"Made in an off-dry, almost sweet style, this polished Riesling is marked first and foremost by ripe fruit. Green apples, tangerines, Key lime pie and golden mangoes flood the mouth, made bright and clean with citrusy acidity. The alcohol is a refreshingly low 13%.",,87,14.0,California,Monterey County,Central Coast,,,Carmel Road 2009 Riesling (Monterey County),Riesling,Carmel Road
110457,110457,US,"There's just a touch of oak on this Chardonnay, enough to give it hints of smoke and buttered toast. The palate is dominated by flavors of tropical fruits, citrus, peaches and green apples, balanced with crisp lime-juice acidity. It's an elegant, dry Chard at a good price.",,88,16.0,California,Sonoma County,Sonoma,,,River Road 2012 Chardonnay (Sonoma County),Chardonnay,River Road
42064,42064,France,"A concentrated, ripe wine, full of toasty new wood flavors as well as dark berry tannins and acidity. It is dense, full in the mouth and packed with ripe fruit. Drink from 2016.",Délice du Prieuré,88,50.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château le Prieuré 2011 Délice du Prieuré  (Saint-Émilion),Bordeaux-style Red Blend,Château le Prieuré
56413,56413,US,"This 100% varietal wine from the producer's prized estate vineyard is soft textured and full bodied—an exploration of leather, blackberry pie, coffee and cigar. With its long, black pepper-inflected finish, it's ready for steak.",Patriarch Winston Hill Vineyard,91,225.0,California,Rutherford,Napa,Virginie Boone,@vboone,Frank Family 2014 Patriarch Winston Hill Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Frank Family
126077,126077,New Zealand,"This chunky, beefy Pinot Noir offers plenty of flavor for a realistic price. Hints of smoke, violet and tomato leaf add complexity to the black cherry fruit. The finish is long and lightly dusted with tannins. Drink now.",,88,15.0,Marlborough,,,Joe Czerwinski,@JoeCz,Clifford Bay Estate 2010 Pinot Noir (Marlborough),Pinot Noir,Clifford Bay Estate
60461,60461,US,"Iconic Sauvignon Blanc notes of pink grapefruit, gooseberry, mango and papaya shine brightly on the nose and palate. Ample weight, with balanced acidity and crisp, clean flavors mark this well-made wine at a bargain price.",,88,13.0,America,,,Alexander Peartree,,Oliver 2014 Sauvignon Blanc (America),Sauvignon Blanc,Oliver
87899,87899,France,"Full bodied and very round in character, this has rich pineapple and white fruits that are cut with grapefruit-like acidity. A touch of spice surfaces from having been wood aged. This could age for 2–3 years.",Domaine du Bois Rosier,88,,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Georges Duboeuf 2010 Domaine du Bois Rosier  (Pouilly-Fuissé),Chardonnay,Georges Duboeuf
122589,122589,US,"Grenache makes up over half of this wine, with the rest Mourvèdre, Counoise and Cinsault. Fresh fruit, raspberry and herb aromas are followed by sweet ripe red-fruit flavors. It hits the gong hard, showing some warmth on the finish.",Le Mien,89,35.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Robert Ramsay 2014 Le Mien Red (Columbia Valley (WA)),Rhône-style Red Blend,Robert Ramsay
29891,29891,US,"From the steepest, east-facing block of the estate vineyard, given 15% whole-cluster fermentation, this is a dense, brooding wine, spicy and concentrated in blueberry and black cherry. It has a tenacity of earthiness that never lets go, lingering on the full-bodied palate for days. Drink now through 2023.",Quail Hill Vineyard Block 10,94,70.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2013 Quail Hill Vineyard Block 10 Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
54688,54688,France,"Smoky but very ripe notes of Comice pear mingle with the honeyed spice of gingerbread on the nose. of this wine. The palate counters this aromatic richness with a steely, concentrated core of fresh citrus with apple and quince notes. It offers a great play-off of richness and utter precision for a wonderful expression of 2014. This wine is sure to develop. Drink 2016–2025.",Fromenteau,92,31.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Josmeyer 2014 Fromenteau Pinot Gris (Alsace),Pinot Gris,Josmeyer
49536,49536,US,"Aromas are light, with notes of potpourri, barrel spices, game and dark fruit. The black-cherry flavors are tart and puckering, also showing tannic grip. This wine seems disjointed at present.",Black Curtain Reserve,87,80.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Gorman 2014 Black Curtain Reserve Syrah (Red Mountain),Syrah,Gorman
53179,53179,US,"Made from 70% Cabernet Sauvignon and 30% Cabernet Franc, it has every hallmark of a young Napa Valley Bordeaux blend. It's dry, smooth and complex in tannins, with balancing acidity and an incredible array of flavors, including blackberry, black currant, cherry, chocolate, dried herb, smoky oak and spice. It has that important but hard-to-define quality of sophistication. It's delicious now, and it should develop in the bottle for at least 10 years.",,95,115.0,California,Napa Valley,Napa,,,Viader 2009 Red (Napa Valley),Bordeaux-style Red Blend,Viader
65050,65050,France,"Almonds and a strongly yeasty element are the main characters of this sparkling wine. It's full, but the fruit still has a texture to it, leaving good acidity to finish. Good value, enjoyable wine.",Brut,86,10.0,France Other,Vin Mousseux,,Roger Voss,@vossroger,Marquis de la Tour NV Brut White (Vin Mousseux),White Blend,Marquis de la Tour
21977,21977,US,"Sommeliers will love this wine for its elegance, and the way it's happy to stand back and support food, rather than star at the table. It's dry, medium bodied and tannic, with cherry, red currant, cocoa and sweet oak flavors. Drink over the next 2–3 years.",,88,33.0,California,Carneros,Napa-Sonoma,,,Roche 2011 Merlot (Carneros),Merlot,Roche
66378,66378,US,"Interestingly, there are dried fruits and flowers with a touch of petrol on the bouquet. This wine sits really nicely in the mouth, offering a plethora of lemon-lime, melon and pear flavors. It's rich and ripe, bordering on the heavy side. But it manages to toe that all-important line of balance, and therefore it qualifies as a winner.",Estate Selection,90,15.0,California,North Coast,North Coast,,,Guenoc 2000 Estate Selection Sauvignon Blanc (North Coast),Sauvignon Blanc,Guenoc
89702,89702,US,"This is the Hearst family's run at a luxury-level Chardonnay, and it's a promising start, with creamy aromas of honeysuckle, light butter and citrus rinds. There's a touch of vanilla bean on the palate, which also shows apple ice cream, flashes of cinnamon and a firmly wound texture. It's delicate, clean, light and quaffable.",Proprietor's Reserve,90,50.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Hearst Ranch 2014 Proprietor's Reserve Chardonnay (Central Coast),Chardonnay,Hearst Ranch
87389,87389,Italy,"Berry, dried sage, licorice and menthol aromas lead the nose. The warm, one-dimensional palate offers toasted oak, coconut, spirit-soaked prune and vanilla alongside sharp, astringent tannins.",Andretta Riserva,86,85.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Tenuta Vitanza 2009 Andretta Riserva  (Brunello di Montalcino),Sangiovese,Tenuta Vitanza
